'Date Rptd','DATE OCC',Mocodes,'Vict Age','Vict Sex','Vict Descent','Premis Cd','Weapon Used Cd',Status,'Crm Cd'
'5/29/20 0:00','5/25/20 0:00',344,36,M,H,101,400,IC,5
'1/12/21 0:00','1/12/21 0:00','1402 2004 1822 0329 0387 0334',42,F,H,502,204,IC,8
'8/6/22 0:00','8/5/22 0:00','2004 1218 0400 0431 0913',32,M,A,101,400,AO,2
'7/27/20 0:00','7/23/20 0:00','1218 0329 1501',56,M,B,103,400,IC,7
'10/9/23 0:00','10/9/23 0:00','1810 0445 0432 0416 0443 2021',58,F,O,502,302,AO,10
'4/28/20 0:00','4/19/20 0:00','0400 0444 0429 0416 0334 0361 0913',22,F,H,502,400,AO,7
'3/5/22 0:00','3/5/22 0:00','0945 1822 0448 0447 0416 1402 0104',47,F,H,402,500,AA,2
'12/2/20 0:00','12/2/20 0:00','0913 0421 2021 2003 1420 1300',45,M,H,104,511,AA,10
'3/26/22 0:00','3/7/22 0:00',922,40,M,H,502,400,IC,3
'6/28/22 0:00','6/27/22 0:00','1259 1822 0400 0416 0448 0344 0355 1251 0319',17,M,H,124,400,IC,2
'12/13/21 0:00','12/9/21 0:00',930,58,F,B,402,400,IC,3
'5/3/22 0:00','5/1/22 0:00',100,24,M,H,750,400,IC,3
'6/6/24 0:00','6/5/24 0:00','0329 1822',28,M,H,122,400,IC,8
'4/4/21 0:00','4/4/21 0:00','2004 1218 0447 0416 0913 2000',34,F,H,101,306,AO,2
'11/4/20 0:00','11/4/20 0:00','1402 0302 0334 0342 0344 0432 1822 1252',19,M,H,210,102,AO,2
'9/29/23 0:00','9/28/23 0:00','0421 0432 1822 0329 0906',36,M,H,721,511,IC,10
'2/29/24 0:00','2/28/24 0:00','0500 0527 0913',36,F,O,502,400,IC,1
'1/28/23 0:00','1/28/23 0:00','1822 0209 0334 0337 0342 1236',36,M,O,403,207,IC,2
'11/30/20 0:00','11/25/20 0:00',1300,48,M,W,101,400,IC,5
'11/2/20 0:00','11/2/20 0:00','0329 1822 1307 1609',36,M,H,122,400,IC,8
'7/30/23 0:00','7/4/23 0:00','1822 0344',38,M,W,101,400,IC,4
'9/10/22 0:00','9/9/22 0:00','0344 0358 0321 1822',21,F,H,502,400,IC,3
'12/14/22 0:00','12/14/22 0:00','1822 0334 0447 1223',33,M,W,101,102,IC,8
'12/28/22 0:00','12/27/22 0:00','0344 1822',49,M,W,108,400,IC,3
'9/7/23 0:00','9/6/23 0:00','0329 1300 1609 0344',40,M,H,101,400,IC,3
'5/15/20 0:00','4/25/20 0:00','0344 1218',43,M,B,517,400,IC,4
'12/27/20 0:00','12/26/20 0:00',344,36,M,H,101,400,IC,5
'1/28/23 0:00','1/28/23 0:00','0603 0444',61,M,O,108,400,AO,7
'3/7/23 0:00','3/6/23 0:00','1300 0329 0344 0385 1822',57,F,W,101,400,IC,3
'8/28/22 0:00','8/7/22 0:00','0701 1822',24,M,B,501,400,IC,7
'7/9/21 0:00','7/9/21 0:00','1309 0329 2000 0444 0913 1813',21,F,H,501,400,AO,7
'10/14/21 0:00','10/14/21 0:00','1307 1822 0329 1609 0344',50,F,H,108,400,IC,3
'4/23/22 0:00','4/23/22 0:00','0416 0446 0913 1236 2003 0917',45,M,B,501,400,AO,7
'2/26/24 0:00','2/26/24 0:00',344,36,M,H,108,400,IC,5
'7/17/23 0:00','7/8/23 0:00','0329 1822',36,M,H,502,400,IC,8
'9/1/21 0:00','9/1/21 0:00',329,36,M,H,210,400,IC,8
'6/29/23 0:00','6/27/23 0:00',344,36,M,H,101,400,IC,5
'4/3/24 0:00','4/3/24 0:00','0416 0913 1300 0411',43,M,H,101,207,IC,2
'4/23/24 0:00','4/23/24 0:00','1822 0216 0344 0325 0326',36,M,H,238,400,IC,3
'10/15/23 0:00','10/14/23 0:00',344,36,M,H,101,400,IC,5
'3/22/23 0:00','1/22/21 0:00','0100 1822 0922 0929 0930 0935',31,F,H,502,400,IC,3
'9/8/23 0:00','9/8/23 0:00',329,36,M,W,719,400,AO,8
'4/22/21 0:00','4/21/21 0:00','0358 0385',37,M,O,507,400,IC,3
'11/25/22 0:00','11/24/22 0:00',344,36,M,H,101,400,IC,5
'1/24/20 0:00','1/23/20 0:00',344,36,M,H,101,400,IC,5
'3/22/23 0:00','3/22/23 0:00','0344 1402 0400 2004 0444 1822 1202',74,F,B,406,400,AA,2
'9/20/21 0:00','8/31/21 0:00','0344 0913 2014',34,M,B,122,400,IC,4
'12/24/21 0:00','12/21/21 0:00','1259 0337 1822 1913',15,M,H,502,400,IC,10
'10/30/23 0:00','10/27/23 0:00','1822 0344 1300 2032',36,F,B,101,400,IC,4
'10/9/22 0:00','10/7/22 0:00',377,51,F,H,404,400,IC,3
'7/20/20 0:00','7/2/20 0:00','0344 0346',29,M,V,707,400,IC,3
'8/11/23 0:00','8/7/23 0:00','1300 0344',38,F,W,101,400,IC,3
'6/4/23 0:00','6/3/23 0:00',344,36,M,H,101,400,AA,5
'6/28/24 0:00','6/28/24 0:00','0329 1609 1307',55,F,H,122,400,IC,8
'7/11/23 0:00','7/10/23 0:00',344,36,M,H,101,400,IC,5
'6/18/22 0:00','6/18/22 0:00','0416 0913 1300 1817',56,M,H,108,400,AO,7
'3/11/20 0:00','3/11/20 0:00','1822 0344',56,M,B,212,400,IC,3
'10/12/23 0:00','10/11/23 0:00',344,36,M,H,122,400,IC,4
'3/1/21 0:00','2/28/21 0:00','0447 0416',30,M,W,101,500,AO,7
'9/23/23 0:00','8/29/23 0:00',394,38,M,H,501,400,IC,4
'8/6/23 0:00','8/6/23 0:00','0913 2004 2038',35,M,B,203,400,IC,10
'6/9/22 0:00','6/5/22 0:00','1822 0325',26,M,H,403,400,IC,4
'4/12/24 0:00','4/11/24 0:00',344,36,M,H,101,400,IC,4
'6/5/23 0:00','6/3/23 0:00',344,36,M,H,104,400,IC,5
'10/28/21 0:00','10/27/21 0:00','0329 1300',54,M,H,101,400,IC,8
'3/24/23 0:00','3/24/23 0:00','1822 0329',66,M,H,501,400,IC,8
'11/30/20 0:00','11/17/20 0:00',344,34,M,A,412,400,IC,4
'3/5/24 0:00','2/29/24 0:00','0913 0400 0445 1259 0602 0552',15,F,H,501,400,AA,7
'1/29/22 0:00','1/29/22 0:00','0358 1609 0321 0344 1822',36,M,H,210,400,IC,3
'5/30/20 0:00','5/30/20 0:00','0344 1822',32,M,H,502,201,AA,8
'7/15/22 0:00','7/14/22 0:00',344,36,M,H,108,400,IC,5
'6/22/21 0:00','6/21/21 0:00','1822 2032 0344 0910',30,F,B,937,400,JO,4
'6/7/20 0:00','6/7/20 0:00','0377 0906 0216 0342 0344 0416 0429 1276',35,F,H,102,400,IC,2
'9/27/23 0:00','9/26/23 0:00',344,36,M,H,101,400,IC,5
'3/9/21 0:00','3/3/21 0:00','1822 1601 0344 1414 0321 1402 0358',55,F,W,203,400,IC,3
'1/29/20 0:00','1/28/20 0:00','1813 2000 0416 0913',39,M,A,501,400,AA,7
'12/31/23 0:00','12/30/23 0:00','0903 1822 0329 2055 1516',45,M,H,101,400,IC,8
'4/26/23 0:00','4/20/23 0:00','1822 1300 1606 0344 0329 0385',48,M,D,101,400,IC,3
'12/30/22 0:00','12/26/22 0:00',344,36,M,H,101,400,IC,5
'9/15/21 0:00','9/15/21 0:00','0416 0913 0601 1309 1310 1802',29,M,B,212,307,AA,2
'6/26/24 0:00','6/23/20 0:00','0100 0928 1822',43,M,B,501,400,IC,3
'9/12/21 0:00','9/12/21 0:00','0329 1609',36,M,H,203,400,IC,3
'1/26/20 0:00','1/25/20 0:00','2000 1814 0400 0448 0408 0444 0429 0419',26,F,H,501,400,IC,7
'1/7/24 0:00','1/5/24 0:00',344,33,F,O,210,400,IC,3
'6/2/23 0:00','6/2/23 0:00','0353 0443 0444',65,M,A,202,113,IC,8
'1/17/23 0:00','1/16/23 0:00',344,53,F,H,108,400,IC,4
'9/25/22 0:00','9/25/22 0:00','0400 0445 1817 0913',35,F,B,501,500,IC,2
'1/17/22 0:00','1/9/22 0:00','0923 0929 1822',54,M,H,501,400,IC,3
'9/29/21 0:00','9/27/21 0:00','0344 1609',31,F,H,221,400,IC,3
'9/20/22 0:00','9/19/22 0:00','1402 1607 0382 0344',36,M,H,203,400,IC,3
'9/15/21 0:00','9/12/21 0:00',344,37,M,H,501,400,IC,3
'10/4/22 0:00','10/4/22 0:00','2000 0913 0416 0446 2021 1821 1241',57,F,B,501,400,IC,7
'10/5/23 0:00','10/4/23 0:00',344,36,M,H,101,400,IC,5
'2/15/20 0:00','2/15/20 0:00','0416 0400 0552 0913 0448 1259',16,F,W,501,400,AA,7
'11/29/20 0:00','11/29/20 0:00',1202,75,F,O,501,400,IC,10
'10/16/22 0:00','10/16/22 0:00','0104 0325 0344 1822',29,M,H,203,400,IC,4
'7/20/22 0:00','7/20/22 0:00','1822 1309 0432 0945 0325',36,M,O,402,512,AO,2
'6/28/20 0:00','6/28/20 0:00','1501 2021 0561',81,F,B,501,400,AA,10
'12/14/20 0:00','12/14/20 0:00',344,31,F,O,501,400,IC,4
'6/25/22 0:00','6/16/22 0:00','0358 1414 1609 0321 0344',39,M,O,501,400,IC,3
'8/8/22 0:00','8/7/22 0:00',1501,33,F,A,203,400,IC,10
'8/18/22 0:00','8/14/22 0:00',1501,26,F,J,504,400,IC,4
'10/26/21 0:00','10/24/21 0:00',344,36,M,H,101,400,IC,5
'6/24/23 0:00','6/24/23 0:00','0344 1822 0355',31,F,B,101,511,IC,2
'3/4/21 0:00','3/4/21 0:00','0325 2024 2004',50,M,W,404,400,JA,4
'5/2/22 0:00','5/1/22 0:00',344,36,M,H,101,400,IC,5
'10/6/20 0:00','10/6/20 0:00','0325 2004',32,F,H,403,400,AA,4
'8/18/21 0:00','8/18/21 0:00','1202 1822 1501 0421',66,M,O,203,511,IC,10
'12/20/21 0:00','12/19/21 0:00','1607 0344',35,M,H,101,400,IC,3
'12/26/20 0:00','12/23/20 0:00',329,19,F,W,122,400,IC,8
'2/9/20 0:00','2/9/20 0:00','0325 1822 0344',36,M,H,301,400,IC,4
'2/19/23 0:00','2/19/23 0:00','1822 0403',26,F,W,212,511,IC,8
'2/20/22 0:00','2/19/22 0:00',385,21,M,H,108,400,IC,3
'6/11/20 0:00','6/11/20 0:00','0356 0910 1253 1822 2051',32,F,B,801,400,IC,7
'9/16/23 0:00','9/15/23 0:00','0342 2018 0329 1309 0344',36,M,W,256,400,IC,3
'7/15/20 0:00','7/15/20 0:00',2004,36,M,H,212,400,IC,10
'11/1/22 0:00','10/31/22 0:00','0400 2000 1813 0446 0416',37,F,B,502,400,AO,7
'3/22/24 0:00','3/21/24 0:00','1822 0329',44,M,W,122,400,IC,8
'6/6/22 0:00','6/2/22 0:00',100,21,F,H,501,400,IC,3
'7/16/20 0:00','2/12/20 0:00',1822,22,M,B,501,400,IC,3
'3/16/22 0:00','3/16/22 0:00','1822 0326',28,M,W,122,400,IC,8
'3/14/22 0:00','3/13/22 0:00','0329 1609',22,M,B,101,400,IC,8
'12/20/22 0:00','3/1/22 0:00',344,57,M,O,221,400,IC,3
'4/26/23 0:00','4/21/23 0:00','0377 0922',75,M,W,502,400,IC,3
'9/8/23 0:00','9/8/23 0:00','1822 1609 0344 0377 0345 1307 0202 0216',31,M,A,101,400,IC,3
'5/14/22 0:00','5/14/22 0:00','0913 1300 0329 0356',20,F,W,101,400,IC,7
'1/20/21 0:00','1/20/21 0:00',2038,53,F,W,102,400,AO,10
'8/17/20 0:00','8/17/20 0:00','0913 0329',36,M,H,502,400,AO,8
'11/23/22 0:00','11/14/22 0:00','0923 1822',37,M,B,502,400,IC,7
'3/8/22 0:00','3/6/22 0:00','1307 1822 0329 1609 0344',34,F,I,108,400,IC,3
'1/25/22 0:00','1/21/22 0:00','0400 0447 1822 0603',24,F,B,101,500,AO,7
'4/29/20 0:00','4/29/20 0:00',2038,35,F,H,505,400,AO,10
'11/24/22 0:00','11/23/22 0:00',1501,30,M,H,501,400,IC,10
'8/22/21 0:00','8/21/21 0:00',1609,50,M,H,501,400,IC,3
'2/25/20 0:00','2/25/20 0:00','1822 0344 0352',37,M,W,503,400,IC,3
'2/22/21 0:00','2/21/21 0:00','1402 0344 0325 0375 1609',36,M,H,401,400,IC,3
'10/27/21 0:00','10/27/21 0:00','0445 0319 1822 1218 2004',41,M,H,102,304,IC,2
'4/14/20 0:00','4/14/20 0:00',329,54,M,W,108,400,IC,8
'12/17/21 0:00','12/16/21 0:00','0344 1202 0913',62,F,B,104,400,IC,3
'6/15/24 0:00','6/14/24 0:00',344,36,M,H,707,400,IC,5
'12/15/22 0:00','12/14/22 0:00','1609 1822 0325',36,M,H,203,400,IC,3
'3/26/21 0:00','3/26/21 0:00',1402,30,F,W,501,400,IC,10
'3/26/23 0:00','3/26/23 0:00','0906 1816 0450 0913 1100 1276 1300 1814 2000 2033',30,F,B,101,103,AO,2
'3/16/21 0:00','3/16/21 0:00','0907 1402 2000 0416 0446 0408 0913',27,M,H,203,400,AO,2
'6/23/23 0:00','6/22/23 0:00','0344 1609',36,M,H,203,400,IC,3
'8/3/20 0:00','8/2/20 0:00','0329 1300',36,M,H,101,400,IC,8
'5/24/23 0:00','5/24/23 0:00','0416 0432 0913 1243 1813 2000',46,M,H,501,400,AA,7
'12/12/23 0:00','12/12/23 0:00','0945 0344 0325 0444 1822 0443 0432 0319 1309',36,M,H,405,400,IC,2
'3/21/23 0:00','3/21/23 0:00','1822 0400 0416 0344',31,M,H,502,113,IC,2
'4/4/22 0:00','4/3/22 0:00',344,36,M,H,101,400,IC,5
'9/21/21 0:00','9/21/21 0:00',344,36,M,H,101,400,IC,5
'5/24/23 0:00','5/24/23 0:00','0416 0417',70,M,H,109,400,IC,7
'10/29/23 0:00','10/26/23 0:00',344,61,M,H,101,400,IC,3
'10/3/23 0:00','10/2/23 0:00','1822 0416 1258 1251',10,F,B,501,400,IC,7
'10/28/23 0:00','10/28/23 0:00','2000 0913 1814 0416',28,F,H,101,400,AO,7
'7/15/21 0:00','7/14/21 0:00','1822 0344',50,M,W,602,400,IC,3
'8/13/20 0:00','8/13/20 0:00','1822 0605 0416',27,M,H,108,400,IC,7
'3/18/22 0:00','3/17/22 0:00','0329 1300',45,M,H,101,400,IC,8
'8/25/20 0:00','7/16/20 0:00',344,36,M,H,710,400,AA,4
'2/6/24 0:00','3/15/22 0:00',344,36,M,H,217,400,IC,5
'10/8/23 0:00','10/8/23 0:00',352,47,F,H,502,400,IC,7
'1/22/23 0:00','1/22/23 0:00',344,36,M,H,108,400,IC,3
'10/31/22 0:00','10/31/22 0:00','2004 0400 0319 1420 0913 0444 1817',66,M,W,701,400,IC,7
'6/27/23 0:00','6/23/23 0:00',344,36,M,H,101,400,IC,5
'6/2/21 0:00','6/2/21 0:00','1402 1822 1100 1414 0329 1300',23,M,H,122,400,IC,8
'6/19/23 0:00','5/1/23 0:00','0344 0701',40,F,H,502,400,IC,7
'7/28/21 0:00','7/28/21 0:00','2004 2000 0913 1814 2038 0319',41,F,H,501,400,AO,10
'8/7/20 0:00','8/7/20 0:00','2032 0344',55,F,H,108,400,IC,4
'2/12/21 0:00','2/12/21 0:00','0329 0913 1307',41,M,H,122,309,IC,8
'3/25/22 0:00','3/25/22 0:00','2004 1402 1409 1501',36,M,H,725,400,IC,10
'4/10/23 0:00','5/5/22 0:00',1822,73,M,O,501,400,IC,3
'10/1/22 0:00','10/1/22 0:00',344,47,M,H,101,400,IC,10
'5/24/23 0:00','5/21/23 0:00',344,36,M,H,101,400,IC,5
'3/8/20 0:00','3/6/20 0:00','1202 0800',65,F,O,501,400,IC,7
'7/24/21 0:00','7/24/21 0:00','0344 0377 1822 1300 1601 1606 1309',48,M,I,108,400,IC,4
'10/12/21 0:00','6/1/21 0:00','1251 1258 0400 0558 0522 0602',12,F,H,502,400,AO,9
'1/23/24 0:00','1/23/24 0:00','2000 1814 0416 0913 0419 0429',31,F,H,101,400,AO,7
'7/1/24 0:00','6/5/24 0:00',1822,34,F,W,501,400,IC,3
'9/18/20 0:00','9/18/20 0:00','1820 1300 0416 0913',52,M,B,108,307,IC,2
'10/12/21 0:00','10/12/21 0:00','1822 1906',32,F,H,501,400,AO,10
'7/8/21 0:00','7/7/21 0:00','2000 0421 1814 0345 0344 0913',51,F,W,501,511,AA,10
'9/9/24 0:00','9/9/24 0:00','1300 1822 0344',56,M,H,144,400,IC,3
'3/15/23 0:00','3/14/23 0:00',344,36,M,H,101,400,IC,5
'8/6/21 0:00','5/1/21 0:00','1300 0344',23,F,W,501,400,IC,4
'4/13/22 0:00','4/9/22 0:00','2032 2004 1822 0344 1218',27,F,B,502,400,IC,3
'5/12/21 0:00','5/12/21 0:00','1402 1310 0913 0432 0430 2000 1100',22,F,H,101,102,IC,2
'4/19/23 0:00','4/19/23 0:00',344,36,M,W,101,400,AA,10
'4/1/20 0:00','3/24/20 0:00','0344 1822',64,M,W,212,400,IC,4
'10/10/22 0:00','10/10/22 0:00','1822 1609 0344 1307 0329',63,M,W,101,400,IC,3
'1/24/22 0:00','1/22/22 0:00',344,36,M,H,101,400,IC,4
'3/18/20 0:00','3/18/20 0:00','0605 1212 1309',19,M,H,101,400,IC,10
'2/19/23 0:00','2/17/23 0:00',701,51,M,O,501,400,IC,7
'3/25/20 0:00','3/25/20 0:00','0344 1309 0342 0326 1822 0216 0385',22,F,H,101,400,IC,4
'6/9/20 0:00','6/9/20 0:00','0329 0910 1300 0373 1822 0104',19,M,H,122,400,IC,8
'8/5/24 0:00','8/3/24 0:00',344,36,M,H,101,400,IC,5
'7/24/23 0:00','7/23/23 0:00','0403 0913 0392 0393 0432',22,M,H,502,511,AA,8
'8/5/22 0:00','8/5/22 0:00','0913 0361 0529 0528',51,F,W,501,400,AO,8
'6/13/20 0:00','6/13/20 0:00','2000 1813 0416 0446 0319 2002 2033 0913',33,F,H,502,400,AA,2
'4/6/21 0:00','4/6/21 0:00','1609 1300 0344',37,M,B,101,400,IC,3
'5/12/24 0:00','5/11/24 0:00',344,36,M,H,101,400,IC,5
'11/24/23 0:00','11/23/23 0:00','0112 0344 1822',59,M,H,501,400,IC,7
'1/26/20 0:00','1/25/20 0:00',344,43,M,W,502,400,IC,5
'4/11/22 0:00','4/8/22 0:00','0329 1822 0311',36,M,H,203,400,IC,8
'6/11/20 0:00','6/11/20 0:00','0416 0554',24,M,H,501,400,IC,7
'7/21/20 0:00','7/20/20 0:00','1307 1609',41,M,W,108,400,AA,5
'11/11/20 0:00','11/6/20 0:00',329,45,M,H,501,400,IC,3
'11/23/21 0:00','11/23/21 0:00','0344 2032',38,M,H,402,400,IC,4
'8/1/23 0:00','8/1/23 0:00',344,36,M,H,101,400,IC,4
'5/3/24 0:00','5/3/24 0:00','0913 1206 2000 1814 0411',38,M,H,501,205,IC,2
'4/7/23 0:00','4/7/23 0:00','1609 0344 1300',27,F,O,717,400,IC,3
'6/26/20 0:00','6/25/20 0:00',329,42,F,H,122,400,IC,8
'1/23/23 0:00','1/23/23 0:00','1822 0344',57,F,B,503,400,IC,3
'8/20/22 0:00','8/20/22 0:00','0344 1300 0377',36,F,B,101,400,IC,4
'10/17/20 0:00','10/16/20 0:00','0344 0358 1609 0352',36,M,H,203,400,IC,3
'5/12/23 0:00','12/1/20 0:00',1501,32,F,B,502,400,IC,3
'11/24/23 0:00','11/20/23 0:00',344,36,M,H,101,400,IC,5
'8/9/20 0:00','8/9/20 0:00','0416 1218 2004 1822 0445',60,F,A,117,500,IC,7
'12/10/21 0:00','12/9/21 0:00','2000 0400 1501',49,M,W,502,400,IC,7
'7/1/21 0:00','7/1/21 0:00','0100 0930 0922',48,F,B,602,400,IC,3
'8/30/22 0:00','8/30/22 0:00','0394 0344 1822',33,F,K,502,400,IC,4
'6/30/23 0:00','5/6/23 0:00','0913 2044 2043 0344',36,M,H,506,400,IC,3
'2/26/21 0:00','2/26/21 0:00','0408 0913 2000 1813',28,F,W,501,400,AO,2
'11/14/23 0:00','11/14/23 0:00','1822 0416 1309 0447',57,M,H,102,500,IC,7
'3/22/24 0:00','3/21/24 0:00','0385 1300 0344',28,F,H,101,400,IC,3
'10/21/23 0:00','10/21/23 0:00','2000 1814 0416',34,F,H,502,400,IC,7
'8/10/21 0:00','8/10/21 0:00','0554 0602 0913 0444',25,F,B,501,400,AO,7
'3/11/23 0:00','3/10/23 0:00','0344 1609 1307',52,F,B,707,500,AA,3
'11/7/21 0:00','11/6/21 0:00','1822 0302 0337 0421 0334 0432 1281 0369',35,M,H,104,109,IC,2
'6/19/21 0:00','6/18/21 0:00','0344 0321 1822',21,F,H,123,400,IC,3
'1/22/21 0:00','1/20/21 0:00',344,36,M,H,101,400,AO,5
'3/28/22 0:00','3/27/22 0:00',344,36,M,H,101,400,IC,5
'1/3/24 0:00','12/9/23 0:00','0216 0344 0342 0397 1822',40,M,W,707,400,IC,3
'8/3/21 0:00','7/18/21 0:00','1607 0344 0321 0420',30,M,W,502,400,IC,3
'2/18/21 0:00','2/14/21 0:00',329,51,F,H,203,400,IC,8
'8/19/21 0:00','8/17/21 0:00','1202 0385 0344',36,F,W,101,400,IC,3
'9/5/22 0:00','9/5/22 0:00','0342 0416 0432 1218 1822',28,M,B,102,400,IC,7
'8/6/23 0:00','8/6/23 0:00','2000 0448 1813',45,M,H,502,400,AA,7
'8/29/20 0:00','8/29/20 0:00','0416 0360 0319',51,M,W,501,400,AO,7
'7/13/22 0:00','7/8/22 0:00','0321 0344 0358 0352 1221 1307 1609 1822 2032',30,F,B,707,400,IC,3
'1/11/21 0:00','1/11/21 0:00','0601 0329 1822',36,M,H,301,400,IC,8
'7/4/23 0:00','7/3/23 0:00','0344 0100',57,F,O,605,400,IC,7
'12/3/21 0:00','12/3/21 0:00','1309 0416 1822',62,M,B,710,400,IC,7
'7/21/20 0:00','7/21/20 0:00','0441 1810 0913',25,M,B,501,205,AA,2
'2/1/21 0:00','2/1/21 0:00',344,36,M,H,101,400,IC,5
'2/27/22 0:00','2/27/22 0:00','0342 0400',70,M,W,203,400,AO,7
'10/19/21 0:00','10/17/21 0:00',344,30,M,B,502,400,IC,3
'11/29/23 0:00','11/29/23 0:00','0344 0394',49,F,W,501,400,IC,4
'4/3/22 0:00','4/1/22 0:00','0100 0935',31,M,B,502,400,IC,3
'5/21/20 0:00','5/18/20 0:00','0344 0386 1300',44,M,W,123,400,IC,3
'8/22/21 0:00','8/22/21 0:00','0421 1402',52,F,H,502,511,AA,10
'1/21/24 0:00','1/21/24 0:00','1218 1300 1309 0443 1822',40,M,B,103,307,IC,2
'8/30/24 0:00','8/28/24 0:00',344,36,M,H,101,400,IC,5
'7/14/22 0:00','7/13/22 0:00',344,36,M,H,108,400,IC,5
'8/17/21 0:00','8/17/21 0:00','1271 2004 0448 0319',36,M,B,212,400,IC,4
'5/5/20 0:00','5/5/20 0:00','2000 1813 1310 1312 0329 0913',34,F,B,301,307,AO,2
'3/22/24 0:00','3/22/24 0:00','0906 0416',22,M,H,122,400,IC,2
'10/15/21 0:00','6/1/20 0:00','0552 0522',11,F,W,501,400,AO,9
'11/18/22 0:00','11/18/22 0:00',385,37,M,H,101,400,IC,3
'11/28/22 0:00','11/28/22 0:00','0448 0355 1822',28,M,H,101,400,IC,2
'1/26/23 0:00','1/25/23 0:00',325,47,M,H,242,400,IC,4
'6/19/23 0:00','6/19/23 0:00','1822 1300 1601 1612 0344 0329',36,M,H,108,400,IC,3
'8/25/20 0:00','8/25/20 0:00',344,36,M,H,108,400,IC,5
'1/13/23 0:00','10/18/22 0:00',325,36,M,H,404,400,IC,4
'10/6/22 0:00','10/6/22 0:00','0329 2002 1402 0361 0603 1202',77,M,O,501,500,AA,8
'10/28/23 0:00','10/15/23 0:00','0913 0344',59,F,W,502,400,IC,4
'3/28/22 0:00','3/28/22 0:00','0400 0448 2004',26,F,W,102,400,IC,7
'12/25/22 0:00','12/23/22 0:00','0913 2000 1813 1814 2038 1906',44,M,B,501,400,AA,10
'10/6/22 0:00','10/6/22 0:00','2000 2038 1814 0408 0400 0416 0446',28,F,B,502,400,AO,7
'12/22/23 0:00','12/21/23 0:00','1605 0344',22,F,H,707,400,IC,3
'10/10/23 0:00','10/10/23 0:00','0329 1822 1307',31,F,B,502,400,IC,8
'1/21/22 0:00','1/21/22 0:00','0913 0344 2000 1814 1202',60,F,B,101,400,AO,2
'2/24/24 0:00','2/23/24 0:00',344,36,M,H,101,400,IC,5
'6/6/22 0:00','6/5/22 0:00',329,36,M,H,242,400,IC,8
'11/13/22 0:00','11/9/22 0:00','0344 1300 1822',25,F,W,108,400,IC,3
'2/5/21 0:00','2/5/21 0:00','0344 1822',42,M,H,108,400,IC,3
'3/17/22 0:00','3/17/22 0:00','1309 1402',35,M,H,301,400,IC,4
'3/22/21 0:00','3/22/21 0:00',325,24,M,H,404,400,IC,4
'6/27/22 0:00','6/27/22 0:00',344,36,M,H,101,400,IC,5
'6/3/22 0:00','6/3/22 0:00','1609 0344',36,M,W,210,400,IC,3
'1/5/23 0:00','1/5/23 0:00','0602 1259 0419 0416 0446 0417 0913 0429 1812',17,F,B,502,400,IC,7
'8/16/22 0:00','8/16/22 0:00',500,47,F,H,212,400,IC,8
'2/2/20 0:00','2/2/20 0:00','1822 0334 0416 0429 0445 2004 2034',34,F,W,102,304,IC,2
'2/21/22 0:00','2/11/22 0:00',325,44,M,H,402,400,IC,3
'2/26/24 0:00','2/24/24 0:00','1100 0430 1822 1310 1407',18,M,H,101,102,IC,2
'11/7/23 0:00','11/7/23 0:00','0329 1822 0447 1501 1307 2004',36,M,H,218,500,IC,8
'7/14/22 0:00','7/14/22 0:00','1822 0329 0202 0447',25,F,H,122,207,IC,8
'7/9/22 0:00','7/5/22 0:00',344,30,M,H,727,400,IC,4
'6/3/20 0:00','5/30/20 0:00',1822,68,M,H,501,400,IC,3
'3/4/23 0:00','3/4/23 0:00','0342 0344 1822 0216 1309',36,M,H,405,400,JA,3
'4/14/20 0:00','4/14/20 0:00',377,36,M,H,503,400,IC,3
'1/3/20 0:00','1/3/20 0:00','2000 1814 0448',23,F,H,104,400,AO,7
'10/20/22 0:00','8/22/22 0:00',344,36,M,O,203,400,AA,7
'5/1/20 0:00','5/1/20 0:00','0533 0527 1259 1276 0913 1814',16,F,H,501,400,AO,9
'12/14/21 0:00','12/14/21 0:00','1402 1606 0321 0314',71,M,A,101,400,AA,3
'9/10/21 0:00','9/10/21 0:00','0913 0602 0554 0329 0416',34,F,H,501,400,AA,8
'7/25/23 0:00','7/25/23 0:00','0330 0319 0444 0916 0448 0429 0913 2000',29,F,B,101,400,AO,2
'3/3/22 0:00','3/3/22 0:00','0400 0561 0602 0913 0416 0444',61,F,W,501,400,AA,7
'2/23/24 0:00','2/17/24 0:00','1822 0344 0394',21,M,C,119,400,IC,4
'2/9/23 0:00','2/9/23 0:00','1822 1300',60,M,H,102,400,IC,4
'10/27/21 0:00','10/27/21 0:00','0355 0913 0342 0334 0443 0344 1820 1402',47,M,O,101,102,AO,2
'4/14/21 0:00','4/13/21 0:00',344,36,M,H,101,400,IC,4
'8/18/23 0:00','8/16/23 0:00','1822 0344',45,F,W,122,400,IC,4
'7/20/20 0:00','7/18/20 0:00','2004 0447 0913 2000 0416 1813 1218',22,M,H,101,500,IC,2
'1/30/22 0:00','1/29/21 0:00',344,36,M,H,101,400,IC,4
'1/19/21 0:00','1/19/21 0:00',329,41,M,H,122,400,IC,8
'12/24/23 0:00','12/24/23 0:00','2038 0913 1309 2000 1814',32,F,H,501,400,AO,10
'7/1/21 0:00','7/1/21 0:00','1822 0329',53,M,B,501,400,IC,10
'5/9/20 0:00','5/8/20 0:00','0344 0385',40,F,H,101,400,IC,4
