'Date Rptd','DATE OCC',Mocodes,'Vict Age','Vict Sex','Vict Descent','Premis Cd','Weapon Used Cd',Status,'Crm Cd'
'3/5/21 0:00','3/5/21 0:00','0447 0334 1822 0416 1218 1402',31,M,W,101,308,IC,2
'6/19/20 0:00','6/19/20 0:00','1822 1218 2004 0344 0355 0432 2021',67,M,B,101,511,IC,2
'2/8/22 0:00','2/8/22 0:00','0401 1266 2004',30,M,H,101,400,IC,7
'2/5/24 0:00','12/19/23 0:00',344,19,M,B,116,400,IC,3
'3/8/21 0:00','3/7/21 0:00','1822 1300 1100 0430 1309 1402 0906',17,M,H,108,102,IC,2
'9/9/22 0:00','9/3/22 0:00',329,41,F,B,122,400,IC,8
'4/27/24 0:00','4/26/24 0:00','0913 2000 0416 0446 0417 0302 1814',34,F,O,505,400,AO,2
'8/29/24 0:00','8/29/24 0:00','1822 0910',36,M,H,957,400,IC,10
'7/6/20 0:00','7/6/20 0:00',1906,21,F,A,501,400,AA,10
'11/10/20 0:00','10/30/20 0:00',344,36,M,H,101,400,IC,4
'6/22/21 0:00','6/22/21 0:00','2048 0448 0400 2004 0344 0305 0910',24,F,W,913,400,AA,2
'7/7/23 0:00','5/5/23 0:00',394,56,M,W,501,400,IC,3
'9/17/22 0:00','9/14/22 0:00','0325 1822',36,M,H,404,400,IC,4
'1/16/22 0:00','1/16/22 0:00','1822 0325',29,F,A,242,400,IC,4
'7/14/23 0:00','7/13/23 0:00','1822 0344',35,F,W,501,400,IC,4
'2/15/23 0:00','2/14/23 0:00','0913 2038 1814 1906',26,F,B,501,400,IC,10
'1/25/23 0:00','1/25/23 0:00','0913 2000 1813 0400 0416 0446 1814',26,F,H,501,400,AA,7
'3/12/21 0:00','3/12/21 0:00',1202,61,F,H,502,400,IC,4
'7/6/22 0:00','2/18/22 0:00',603,51,F,H,501,400,IC,7
'4/8/23 0:00','4/7/23 0:00','1822 0430',14,F,B,117,102,IC,2
'3/18/23 0:00','3/18/23 0:00',344,36,M,H,101,400,IC,5
'6/14/22 0:00','6/14/22 0:00','0417 0444 1218',32,M,H,504,400,IC,7
'12/12/22 0:00','12/12/22 0:00','1402 0344 0330 1822 0358 0202',36,F,W,103,400,IC,3
'10/8/20 0:00','10/7/20 0:00','1814 0416 2000 0913',35,F,B,502,400,AO,7
'8/15/22 0:00','8/15/22 0:00','0928 0930',28,M,H,742,400,IC,3
'10/23/23 0:00','10/23/23 0:00','0416 1817',51,M,H,203,400,IC,7
'6/11/24 0:00','6/11/24 0:00',1501,53,M,A,255,400,IC,10
'5/11/24 0:00','5/11/24 0:00','0913 0400 0416 1810',27,F,W,502,400,AO,7
'10/3/20 0:00','10/3/20 0:00','0400 0419',27,F,W,108,400,IC,7
'9/18/22 0:00','9/18/22 0:00','0913 2000 1814 1309 0416 0446 0344',23,F,B,102,400,AO,7
'6/10/21 0:00','6/10/21 0:00','0416 0446 1243 1813 2000 0432',32,F,W,502,400,AA,7
'10/25/21 0:00','10/24/21 0:00','0329 1609 1822',34,F,H,502,400,IC,8
'11/10/23 0:00','11/10/23 0:00','0344 1609 0321 0329 0209 0216 0206',36,M,O,501,400,IC,3
'12/28/21 0:00','12/27/21 0:00','0344 1606',36,M,O,501,400,IC,3
'9/22/21 0:00','9/19/21 0:00',344,31,M,W,101,400,IC,3
'12/11/20 0:00','11/22/20 0:00','0701 1251 0913',23,M,O,502,400,IC,7
'3/5/21 0:00','3/5/21 0:00','0342 1309 1310 0302 1822',25,M,H,117,109,AA,2
'2/20/24 0:00','2/20/24 0:00','0913 0400 2000 0416 0448',19,F,H,501,400,AA,7
'11/11/21 0:00','10/20/21 0:00','0100 0923 0603',36,M,H,502,400,IC,7
'10/16/20 0:00','10/15/20 0:00','1822 0928',74,M,W,501,400,IC,3
'6/7/20 0:00','6/7/20 0:00','1100 0329 1309 1407',46,F,H,101,400,IC,8
'3/27/24 0:00','3/27/24 0:00',344,36,M,H,101,400,IC,10
'10/23/22 0:00','10/19/22 0:00','1300 0330 0601',29,M,W,203,400,IC,7
'9/10/20 0:00','9/7/20 0:00',344,36,M,H,101,400,IC,5
'8/24/21 0:00','8/23/21 0:00',344,62,F,H,109,400,IC,4
'2/26/21 0:00','2/26/21 0:00','0344 1609',45,M,O,202,400,IC,3
'8/3/20 0:00','8/3/20 0:00','1402 1822',53,F,A,515,201,IC,2
'12/30/21 0:00','12/30/21 0:00',344,46,F,W,707,400,IC,4
'3/13/21 0:00','3/12/21 0:00',344,36,M,H,101,400,IC,5
'2/26/22 0:00','2/25/22 0:00',344,36,M,H,108,400,IC,5
'3/21/22 0:00','3/21/22 0:00',1501,78,F,A,501,400,IC,3
'8/24/22 0:00','8/24/22 0:00',1402,36,M,O,101,400,AO,10
'3/15/22 0:00','3/15/22 0:00','1822 1601 0344',50,F,W,501,400,IC,3
'11/6/22 0:00','11/6/22 0:00','1822 0100 0922 0929',31,M,B,502,400,IC,3
'1/25/20 0:00','1/24/20 0:00','1300 1601 0344',34,F,W,108,400,IC,3
'12/20/22 0:00','12/17/22 0:00','2000 1814 0913 0416 0429 0340 0419 0448 0319 0216',26,F,H,102,400,IC,2
'5/20/22 0:00','5/20/22 0:00','2000 0913 1814 0329',43,F,B,122,400,AA,8
'2/23/21 0:00','2/23/21 0:00','0329 1822 1501',36,M,H,221,400,IC,8
'1/23/20 0:00','1/23/20 0:00','1607 0321 0344',72,F,A,501,400,IC,3
'8/20/23 0:00','8/20/23 0:00','2000 1813 0417',32,F,W,501,400,AO,7
'6/7/23 0:00','6/6/23 0:00','0344 0321 1822',55,F,H,101,500,IC,3
'11/7/21 0:00','11/7/21 0:00','0342 1309 0400',27,M,H,101,400,AO,7
'9/2/20 0:00','8/15/20 0:00','0930 1822',40,F,W,502,400,IC,3
'4/27/21 0:00','4/27/21 0:00','0329 1300',25,M,W,122,400,IC,8
'6/11/20 0:00','6/10/20 0:00',344,36,M,H,101,400,IC,5
'11/13/23 0:00','11/9/23 0:00',1501,49,M,H,501,506,IC,7
'1/11/21 0:00','11/1/20 0:00','1817 0913 0500 0537',22,F,H,122,400,IC,1
'8/29/23 0:00','8/29/23 0:00',344,36,M,H,707,400,IC,5
'2/27/24 0:00','2/26/24 0:00','0701 1202',67,F,W,501,400,IC,10
'3/1/21 0:00','2/24/21 0:00',344,36,M,H,108,400,IC,5
'6/27/20 0:00','6/27/20 0:00',344,36,M,H,104,400,IC,5
'8/8/22 0:00','8/8/22 0:00','0319 0361 0371 0603 1822',29,M,A,502,400,IC,10
'5/2/22 0:00','4/26/22 0:00',100,23,F,B,501,400,IC,3
'1/11/22 0:00','1/11/22 0:00','0334 0421 2004 0913 0554',31,M,H,502,511,AO,8
'5/22/20 0:00','4/17/20 0:00','0344 0352',21,F,W,146,400,IC,4
'7/22/20 0:00','6/25/20 0:00','0928 1822',42,M,H,502,400,IC,3
'6/17/23 0:00','6/17/23 0:00','0329 0561',57,F,B,502,306,IC,8
'7/8/20 0:00','7/7/20 0:00',344,36,M,H,101,400,IC,5
'2/6/24 0:00','8/4/23 0:00','0100 1822',34,F,W,501,400,IC,3
'12/17/21 0:00','12/17/21 0:00',344,67,M,J,119,400,IC,4
'2/1/22 0:00','1/31/22 0:00','1822 0344 0910',56,M,B,904,400,IC,4
'2/17/24 0:00','2/15/24 0:00','1822 0344',31,M,H,108,400,IC,4
'8/4/20 0:00','7/27/20 0:00','0344 1822',51,M,H,725,400,IC,3
'9/8/20 0:00','9/8/20 0:00','2000 0416 0913 1821 1300 2003',34,M,O,502,400,AO,7
'9/13/22 0:00','9/13/22 0:00','0913 2000 1814 2038 0400',46,F,B,502,400,IC,10
'6/19/21 0:00','5/1/20 0:00','0100 1202',70,F,H,504,400,AO,7
'11/21/23 0:00','11/21/23 0:00',329,23,M,H,104,400,IC,8
'5/16/21 0:00','5/16/21 0:00','1275 0329 1236 1822',30,M,H,501,400,IC,10
'6/25/21 0:00','6/24/21 0:00',344,36,M,H,101,400,IC,4
'6/29/23 0:00','6/27/23 0:00',913,59,M,W,501,400,AO,10
'2/23/24 0:00','2/23/24 0:00','0352 0351 1609 0344',63,F,O,501,500,IC,3
'8/18/20 0:00','8/18/20 0:00','1100 0906 0450 1407 1822',25,M,H,502,106,IC,2
'8/27/20 0:00','8/27/20 0:00','1822 0329',50,M,O,502,400,AA,8
'3/27/21 0:00','3/26/21 0:00','0344 1300 0385 0358',38,M,H,101,400,IC,3
'6/14/22 0:00','3/28/22 0:00','1822 0930',68,M,W,501,400,IC,3
'6/24/22 0:00','6/24/22 0:00',329,86,F,W,501,400,IC,8
'2/24/22 0:00','2/24/22 0:00','0344 0342 1309 1252 0302 1822 0337',51,M,H,101,102,IC,2
'9/3/23 0:00','8/25/23 0:00',344,36,M,H,101,400,IC,5
'9/20/20 0:00','9/20/20 0:00','2000 0408 1814',28,F,H,101,400,IC,7
'1/4/23 0:00','12/22/22 0:00','1822 0100 0922 0930',41,F,B,502,400,IC,3
'8/22/21 0:00','8/22/21 0:00','1822 0416 1258',13,M,H,109,114,IC,2
'7/31/23 0:00','7/31/23 0:00','1300 0344 1822',18,M,H,101,400,IC,3
'3/29/21 0:00','3/10/21 0:00','0344 1822',30,M,B,502,400,IC,7
'7/19/24 0:00','6/19/23 0:00',344,36,M,H,203,400,IC,7
'5/6/21 0:00','5/6/21 0:00','1822 1609 0344 1420 1300 1309',29,F,W,108,500,IC,3
'12/31/21 0:00','12/30/21 0:00',344,36,M,H,101,400,IC,5
'9/22/20 0:00','9/14/20 0:00','2000 1821 1241 0416',43,F,A,502,400,AO,7
'1/27/22 0:00','1/4/22 0:00','1822 0344',52,F,W,212,400,IC,4
'6/10/23 0:00','6/9/23 0:00','0325 1822',36,M,W,727,400,IC,3
'2/23/22 0:00','2/22/22 0:00','1822 0344 0385',36,M,O,108,400,IC,3
'8/30/21 0:00','5/28/21 0:00',344,72,M,W,501,400,IC,3
'9/15/23 0:00','9/15/23 0:00','2038 0561',54,F,B,501,400,IC,10
'4/8/20 0:00','4/6/20 0:00','1822 0325',36,M,O,404,400,IC,3
'6/25/22 0:00','6/25/22 0:00','0913 0443 0419 0429 0416 0417 0446',41,F,B,514,400,AA,2
'10/14/20 0:00','10/14/20 0:00','1310 1240 0302',23,M,H,301,102,AO,2
'2/6/20 0:00','1/26/20 0:00',1822,25,F,H,502,400,IC,3
'6/26/23 0:00','6/20/23 0:00','0325 0344 1822',36,M,O,404,400,IC,4
'5/26/23 0:00','5/24/23 0:00','0329 1300',33,F,H,701,400,IC,8
'3/11/24 0:00','3/11/24 0:00','2032 1822 0344',38,M,W,108,400,IC,4
'6/27/20 0:00','6/2/20 0:00','1402 0344 0325',36,M,H,203,400,AO,10
'2/3/23 0:00','2/3/23 0:00','1822 0922',21,F,W,501,400,IC,3
'10/13/22 0:00','10/13/22 0:00','0913 2000 1814 0416',33,F,H,502,400,IC,7
'3/19/22 0:00','3/18/22 0:00',344,36,M,H,104,400,IC,5
'10/24/21 0:00','10/24/21 0:00','1822 0416 0400 0359 0446 0429 2034 1414 1420',20,M,H,717,305,IC,2
'4/13/20 0:00','4/13/20 0:00','0344 1300 1606',23,M,W,108,400,IC,3
'7/14/20 0:00','7/14/20 0:00','0344 2004 1300 1606 1822',42,M,H,101,400,AO,3
'4/6/21 0:00','4/6/21 0:00',421,36,M,H,722,511,IC,10
'5/26/20 0:00','5/20/20 0:00','1822 0344',36,M,H,501,400,IC,4
'2/26/22 0:00','2/26/22 0:00','0400 0913 0408 1802',29,F,B,203,400,IC,2
'4/13/21 0:00','4/8/21 0:00','0344 1822',36,M,H,203,400,IC,4
'8/8/21 0:00','8/8/21 0:00','2000 1212 0416',22,M,W,101,400,AA,7
'2/11/24 0:00','2/11/24 0:00','1822 0352 0344 1601 0358',49,F,H,502,400,IC,3
'3/9/24 0:00','3/9/24 0:00','0913 0416 1601 0400 2021 0401',36,M,B,501,400,IC,7
'7/4/21 0:00','7/4/21 0:00','0400 0913 2000',16,F,B,102,400,IC,2
'10/5/23 0:00','10/5/23 0:00','0400 0444',18,F,H,102,400,AO,7
'5/24/20 0:00','5/23/20 0:00','1822 0355 0432 0337 0411',28,M,H,102,223,IC,2
'9/26/23 0:00','9/24/23 0:00',344,36,M,H,203,400,IC,3
'4/13/20 0:00','4/13/20 0:00','0314 0344 1606',38,F,W,501,400,IC,3
'8/20/21 0:00','8/20/21 0:00','0358 1300 0344 9999 1822 0321',51,M,O,108,400,IC,3
'2/17/22 0:00','2/14/22 0:00','0913 0432',36,M,H,507,400,IC,10
'10/27/23 0:00','10/26/23 0:00','0913 2000 1814 0416',22,F,H,726,400,AA,7
'9/22/20 0:00','9/22/20 0:00','0416 0432 0913 1241 1243 1813 2000',44,F,H,501,311,AA,2
'2/15/24 0:00','2/15/24 0:00',1607,31,M,H,101,400,IC,3
'1/30/20 0:00','1/30/20 0:00','1300 1310 0444 1813 0913 2000 0416 1305',36,F,H,101,400,AO,7
'10/12/20 0:00','10/10/20 0:00','0329 1822',35,M,A,708,400,IC,8
'7/29/22 0:00','7/29/22 0:00','0344 0202 1822 1309',38,F,B,203,400,IC,4
'4/16/20 0:00','4/16/20 0:00',2038,47,M,H,501,400,AO,10
'6/10/22 0:00','6/10/22 0:00',344,36,M,H,101,400,IC,5
'10/23/20 0:00','10/15/20 0:00','0329 1822 1300',36,M,H,301,400,IC,8
'3/9/21 0:00','3/8/21 0:00',329,32,M,K,507,400,IC,8
'8/2/21 0:00','8/1/21 0:00','0913 1817 0406 0416 0342',59,M,H,505,400,AO,2
'3/1/22 0:00','3/1/22 0:00','0334 0445 2004 0421 0913',22,M,H,203,207,IC,2
'12/30/20 0:00','12/29/20 0:00','0344 0377 0321',51,F,H,502,400,IC,3
'2/14/24 0:00','2/7/24 0:00',344,36,M,H,101,400,IC,5
'1/13/20 0:00','1/13/20 0:00','0325 1402 0378',36,M,H,404,400,IC,4
'10/17/22 0:00','10/17/22 0:00','1309 0447 0356 1822',74,M,O,121,400,IC,7
'2/6/21 0:00','2/5/21 0:00','1307 1609 0344 0329 1822',33,M,H,501,400,IC,3
'7/17/22 0:00','7/16/22 0:00','1609 0344 0324 1420',35,M,H,210,400,IC,3
'10/16/22 0:00','10/15/22 0:00','0329 1300',52,M,H,122,400,AA,8
'10/7/22 0:00','10/7/22 0:00','0906 1300 1202 1822',85,F,W,102,307,AO,2
'8/19/24 0:00','8/15/24 0:00',344,36,M,H,101,400,IC,5
'11/5/20 0:00','11/2/20 0:00',329,54,F,W,108,400,IC,8
'2/20/22 0:00','2/20/22 0:00','0344 1302 0329',30,F,W,108,400,IC,3
'7/7/22 0:00','6/1/22 0:00',344,72,M,W,501,400,IC,3
'8/31/24 0:00','8/10/24 0:00',329,36,M,H,203,400,IC,8
'10/28/20 0:00','10/28/20 0:00',344,36,M,H,104,400,IC,5
'7/6/21 0:00','7/5/21 0:00',344,36,M,H,101,400,IC,5
'4/19/23 0:00','4/19/23 0:00','1822 1300 0329 0385',22,M,W,101,400,IC,3
'7/11/23 0:00','7/11/23 0:00','1100 0430 1402 0906 1407',22,M,H,102,102,IC,2
'9/3/22 0:00','8/27/22 0:00',344,36,M,H,103,400,IC,5
'12/1/21 0:00','11/30/21 0:00',344,36,M,H,101,400,IC,5
'3/22/22 0:00','3/22/22 0:00','0344 1609 0321',56,M,O,707,400,IC,3
'11/24/22 0:00','11/24/22 0:00','2004 0400 0416 0444',62,M,H,102,400,IC,7
'3/28/23 0:00','3/28/23 0:00',329,36,M,H,210,400,IC,8
'6/1/23 0:00','5/30/23 0:00',344,49,M,W,108,400,IC,3
'4/30/23 0:00','4/30/23 0:00','1609 0344 1300 0321',49,M,H,108,400,IC,3
'6/17/23 0:00','6/16/23 0:00','0344 0314',48,F,W,503,500,IC,3
'8/4/23 0:00','8/4/23 0:00',344,36,M,H,108,400,IC,5
'12/17/20 0:00','12/17/20 0:00',329,43,M,W,203,400,AO,8
'4/1/24 0:00','3/29/24 0:00','1822 1300 1302 1609 0321 0329 0344',35,F,B,101,400,IC,3
'5/19/21 0:00','5/16/21 0:00','0531 0319 1913',26,F,K,502,400,IC,10
'9/3/21 0:00','9/2/21 0:00',344,36,M,H,108,400,IC,5
'6/6/21 0:00','6/6/21 0:00','0419 0400 0416 2000 0913 1813 1420 0448',30,F,H,501,400,IC,7
'11/12/23 0:00','11/11/23 0:00','1202 1609 0344 1822',71,M,W,501,400,IC,3
'8/26/22 0:00','8/26/22 0:00','0421 0443 0334 0913 2000 1814',32,M,B,502,200,AO,8
'5/5/24 0:00','5/5/24 0:00','0421 0360 0913 1300',40,M,O,501,511,IC,10
'6/18/23 0:00','6/17/23 0:00','1822 1601 1606 0344 0352 1300',34,M,W,101,400,IC,3
'7/15/22 0:00','7/14/22 0:00','1202 0400 0416 0344 1817',62,M,B,502,400,IC,7
'7/7/22 0:00','7/7/22 0:00','2000 0913 1814 0334 0421 0449',31,F,H,501,511,AO,10
'11/17/22 0:00','11/16/22 0:00',344,36,M,H,108,400,IC,5
'4/13/22 0:00','4/13/22 0:00','1822 1607 1609 1420 0206 0216 1414',61,F,A,210,400,IC,3
'9/4/21 0:00','8/29/21 0:00','1300 0344',28,F,W,101,400,IC,3
'7/8/20 0:00','7/8/20 0:00','0913 0919 1309',36,M,W,101,400,IC,4
'6/5/20 0:00','6/1/20 0:00',344,34,M,W,123,400,AA,3
'7/23/22 0:00','7/23/22 0:00',2038,33,F,H,502,400,AA,10
'8/9/23 0:00','8/4/23 0:00','0325 0344 1822',36,M,H,404,400,IC,4
'4/8/20 0:00','4/8/20 0:00','0390 1402 0432 0429',46,F,A,104,400,IC,2
'7/25/20 0:00','7/19/20 0:00','0344 0329',34,M,W,101,400,IC,3
'1/28/21 0:00','1/18/21 0:00','0394 1822 1420 0344',34,M,W,502,400,IC,4
'11/9/23 0:00','9/30/23 0:00',344,36,M,H,101,400,AO,5
'2/23/20 0:00','2/23/20 0:00',344,23,M,W,502,400,IC,3
'11/28/22 0:00','11/28/22 0:00','0432 0913',33,F,W,121,400,IC,10
'3/17/22 0:00','3/7/22 0:00',344,36,M,H,108,400,IC,5
'5/17/21 0:00','9/24/20 0:00',344,36,M,H,108,400,IC,5
'2/12/22 0:00','2/10/22 0:00','1307 0344 0329 0377 1822 1609',18,M,H,103,400,IC,3
'4/29/24 0:00','4/28/24 0:00','0416 0555',23,F,W,501,400,AO,7
'6/6/22 0:00','5/6/22 0:00','0922 1822',25,F,H,501,400,IC,3
'11/3/23 0:00','11/3/23 0:00','0344 0416 0913 0346',42,F,O,501,400,IC,2
'4/29/20 0:00','4/29/20 0:00',344,36,M,H,108,400,IC,5
'3/6/22 0:00','3/1/22 0:00',100,44,F,B,501,400,IC,3
'3/4/24 0:00','3/4/24 0:00','0417 2024 0851 0411 0416 0913 1402 1407',19,M,H,101,205,JA,2
'5/10/23 0:00','5/10/23 0:00','1501 2021 1822',36,M,H,154,400,IC,10
'7/10/21 0:00','7/10/21 0:00','0429 0416 1218 1822',34,M,B,101,400,IC,2
'5/24/22 0:00','5/24/22 0:00','1822 0344',68,M,H,502,400,IC,3
'1/18/20 0:00','1/15/20 0:00','1822 0930 0928',30,F,H,502,400,AA,3
'2/17/21 0:00','2/17/21 0:00','0329 0334 1300 1822 2028 0421 0422 1266 2004 1402',27,M,H,101,500,AA,8
'4/14/20 0:00','4/14/20 0:00','0344 1607 0345 0913 1420 1810',30,F,W,501,400,IC,3
'2/28/21 0:00','2/28/21 0:00','0906 1816 1309 1822 0334 0342 0302 0432 0344 0352',23,F,W,102,102,JA,2
'10/10/23 0:00','10/10/23 0:00','1822 0344 0400 0416 0429',32,M,H,102,400,IC,2
'2/15/21 0:00','2/14/21 0:00','1300 0344 1309',31,M,H,101,400,AO,4
'4/29/22 0:00','4/28/22 0:00',344,36,M,H,101,400,IC,5
'7/3/23 0:00','7/2/23 0:00','1607 0400 0344 0346',51,M,W,103,400,IC,3
'6/30/20 0:00','6/30/20 0:00','0432 0421 1300 0605 0312 0400 0416 0446 1822',39,M,H,101,511,IC,10
'9/15/21 0:00','9/14/21 0:00',344,36,M,H,108,400,IC,5
'4/21/21 0:00','4/17/21 0:00',344,36,M,H,101,400,IC,5
'7/21/23 0:00','7/19/23 0:00','0329 1822',49,M,B,122,400,IC,8
'7/8/22 0:00','5/17/22 0:00','0377 1822',65,F,O,502,400,IC,7
'11/7/22 0:00','9/7/22 0:00','0421 0603',31,F,B,502,511,IC,10
'4/28/22 0:00','4/28/22 0:00','1822 1915',38,M,H,203,400,IC,10
'4/12/20 0:00','4/3/20 0:00','0329 1300 1402 1407',44,F,H,122,400,IC,8
'5/30/23 0:00','5/29/23 0:00','1822 0344 1300 1501',51,M,H,501,400,IC,3
'5/22/23 0:00','5/21/23 0:00',344,36,M,H,101,400,IC,5
'5/1/21 0:00','1/17/21 0:00','1906 1810 0913 1912',28,F,B,501,400,IC,10
'1/4/23 0:00','1/4/23 0:00','1300 1402 0329 1822 2004',36,M,H,123,400,AA,8
'10/13/21 0:00','9/2/21 0:00','0913 0934 0555',25,F,W,101,400,IC,3
'12/4/22 0:00','12/3/22 0:00','1100 0430 2004 1218 1402',29,M,H,101,109,IC,2
'11/4/20 0:00','10/24/20 0:00','0352 0344 1822',30,F,W,502,400,IC,4
'5/29/23 0:00','5/29/23 0:00','1822 0416 0445',51,M,W,102,400,AA,7
'4/10/23 0:00','4/8/23 0:00',344,36,M,H,101,400,IC,4
'8/27/22 0:00','8/2/22 0:00',930,25,F,H,501,400,IC,3
'6/18/22 0:00','6/18/22 0:00','1607 0325',36,M,H,402,400,IC,4
'10/10/21 0:00','10/10/21 0:00',344,36,F,O,212,400,AA,3
'6/9/22 0:00','6/8/22 0:00','0930 1822',33,F,B,501,400,IC,3
'1/24/21 0:00','1/23/21 0:00','0400 2000 0416 1814 0429 0913 2004 1218',32,F,H,158,400,IC,7
'9/5/24 0:00','7/6/24 0:00',329,43,M,K,121,400,IC,8
'4/26/21 0:00','4/21/21 0:00','1300 0344',40,F,H,101,400,IC,3
'7/30/24 0:00','7/27/24 0:00',344,36,M,H,101,400,IC,4
'7/13/20 0:00','7/12/20 0:00','0344 0329 1609 1822 0325',26,F,H,203,400,IC,3
'3/25/21 0:00','3/23/21 0:00','1822 0344 1218',49,M,H,502,400,IC,3
'1/8/21 0:00','12/14/20 0:00','0100 1202 0922',64,M,B,501,400,IC,3
'8/16/20 0:00','8/16/20 0:00','1206 0554 0913 0416 0448 0444 0429',59,M,B,501,400,IC,7
'11/26/21 0:00','11/26/21 0:00','1822 0329 0906 2024',37,F,W,122,400,IC,8
'3/30/23 0:00','3/30/23 0:00',443,23,M,H,203,511,AO,10
'2/25/23 0:00','2/24/23 0:00',344,36,M,H,101,400,IC,5
'4/20/21 0:00','4/20/21 0:00','1310 1822 0450 0906',37,M,H,101,101,IC,2
'2/16/20 0:00','2/15/20 0:00','1303 1307 0344 0358 1822 0329',39,M,H,101,500,IC,3
'3/14/24 0:00','3/8/24 0:00','1822 0928',40,M,W,501,400,IC,3
'7/7/20 0:00','7/7/20 0:00','2000 0444 1814 0913 0344',25,F,H,502,400,AO,3
'7/27/22 0:00','7/17/22 0:00',344,35,F,H,501,400,IC,4
'9/4/21 0:00','9/4/21 0:00',400,33,M,H,101,400,IC,2
'12/4/23 0:00','12/4/23 0:00','0337 1822 0334 0432 1236 2004',40,F,H,203,500,AO,2
'1/25/24 0:00','1/25/24 0:00','1302 0344',52,F,W,501,400,IC,3
'9/14/24 0:00','9/14/24 0:00',1258,3,M,B,502,400,IC,2
'4/4/24 0:00','4/4/24 0:00','1822 0344 1300 1501',36,M,H,101,400,IC,4
'5/1/22 0:00','4/30/22 0:00','2004 1822 0906 1816 0371 0334',38,M,H,102,200,IC,8
'9/29/21 0:00','9/29/21 0:00','1100 1402 0906 0371 1822 0450',21,M,H,101,106,IC,2
'2/21/20 0:00','2/21/20 0:00','0913 0400 0443 1813 2000 2002',40,F,W,101,511,IC,10
'1/30/20 0:00','1/30/20 0:00','0344 0443 1278 1300',41,F,W,101,511,IC,2
'10/29/20 0:00','10/27/20 0:00','0447 1212 0416 1822 1414',36,M,O,101,212,IC,2
'5/4/22 0:00','5/4/22 0:00','1402 1020',74,F,B,501,400,IC,10
'7/25/23 0:00','7/15/23 0:00','0100 1822 1202',74,F,W,501,400,IC,3
'10/23/23 0:00','10/23/23 0:00','0342 0344 0325 1822',36,M,H,415,400,IC,3
'8/25/23 0:00','8/24/23 0:00',344,36,M,H,101,400,IC,5
'7/18/21 0:00','7/17/21 0:00','1822 0344',35,M,W,108,400,IC,3
'11/7/23 0:00','11/4/23 0:00','0377 1302 1612 0344',35,M,W,108,400,IC,3
'4/15/24 0:00','4/13/24 0:00','0344 0377 1822',30,F,B,210,400,IC,4
'6/2/24 0:00','3/23/24 0:00','1822 0325',36,M,H,404,400,IC,4
'1/14/20 0:00','1/14/20 0:00','2000 0444 1814',25,M,H,502,400,AO,7
'4/29/22 0:00','4/29/22 0:00','1822 0329',44,F,H,502,400,IC,8
'12/2/21 0:00','1/2/20 0:00',100,52,M,H,502,400,IC,3
'4/11/20 0:00','4/11/20 0:00','0561 0416 0448 0443 1402 0445 0334 0432 0913',38,M,H,502,201,AA,2
'5/3/22 0:00','5/1/22 0:00',344,36,M,O,510,400,IC,4
'12/28/22 0:00','12/28/22 0:00','0334 1822',52,M,H,203,102,IC,8
'1/3/24 0:00','1/3/24 0:00','0100 1822',30,M,H,501,400,IC,3
'8/10/24 0:00','8/6/24 0:00','0344 0329 1307 1609',48,M,W,108,400,IC,3
'10/29/22 0:00','9/12/22 0:00','0342 0445 1218 0344 0416',52,M,H,710,400,IC,2
'7/11/24 0:00','7/11/24 0:00','0910 1501',36,M,H,900,400,IC,10
'3/25/22 0:00','3/24/22 0:00','0344 0701',52,M,W,502,400,IC,7
'9/12/21 0:00','9/7/21 0:00','0400 0416 0344 0913',35,M,H,101,400,IC,2
'10/7/21 0:00','10/5/21 0:00','0385 0344',34,M,W,101,400,IC,3
'12/27/20 0:00','12/26/20 0:00',344,50,F,F,122,400,IC,8
'2/12/24 0:00','2/11/24 0:00',325,36,M,H,203,400,IC,4
'2/14/23 0:00','2/13/23 0:00','0344 1300 1606',43,F,W,707,400,IC,4
'11/25/22 0:00','11/25/22 0:00','0325 0342 1300 0352 1822',36,M,O,203,400,IC,3
'2/13/20 0:00','2/13/20 0:00','0329 0361 1300',24,F,H,122,400,AO,8
'5/1/20 0:00','5/1/20 0:00','0500 0943',14,F,H,108,400,IC,8
'11/10/23 0:00','11/1/23 0:00','1202 0385',61,F,O,101,400,IC,3
'3/2/20 0:00','1/27/20 0:00',923,49,M,O,501,400,IC,3
'2/11/20 0:00','2/3/20 0:00',344,36,M,H,101,400,IC,4
'12/6/20 0:00','12/6/20 0:00','0344 0394',35,F,W,501,400,IC,4
'12/30/21 0:00','12/28/21 0:00',385,35,M,H,101,400,IC,3
'4/18/20 0:00','4/15/20 0:00','2004 1218 0515 0913 1206 2002 2034',33,F,W,102,400,IC,9
'3/7/24 0:00','3/4/24 0:00','1822 0216 0325',36,M,H,301,400,IC,4
'8/8/23 0:00','8/7/23 0:00','0447 0553 0602 0913',33,M,O,502,400,AO,7
'9/3/24 0:00','9/3/24 0:00','1822 0929 0930 1501',40,M,O,501,400,IC,3
'7/5/21 0:00','7/5/21 0:00','0400 0416 0446',36,M,O,101,400,IC,7
'8/17/21 0:00','8/17/21 0:00','0100 1822 2004',21,M,H,502,400,IC,3
'8/25/24 0:00','8/24/24 0:00','0352 0325 0216',50,M,W,404,400,IC,4
'8/27/21 0:00','8/27/21 0:00','0447 0913',29,F,H,203,400,AO,7
'9/7/21 0:00','9/5/21 0:00',329,45,M,H,122,400,IC,8
