'Date Rptd','DATE OCC',Mocodes,'Vict Age','Vict Sex','Vict Descent','Premis Cd','Weapon Used Cd',Status,'Crm Cd'
'4/7/21 0:00','4/7/21 0:00',344,36,M,H,203,400,IC,4
'1/11/22 0:00','1/11/22 0:00','1822 1300 1501 2004 0216 1402',27,M,H,108,400,IC,10
'12/21/22 0:00','12/21/22 0:00','0400 0408 2000 0913 1814 1218',20,F,B,101,400,AO,2
'10/14/23 0:00','10/13/23 0:00','0377 0344',77,F,H,404,400,IC,4
'2/8/24 0:00','2/8/24 0:00','0913 0416',34,M,H,501,400,AO,7
'3/23/24 0:00','3/23/24 0:00','0344 0325 1822 0104',36,M,H,203,400,IC,4
'12/28/23 0:00','12/28/23 0:00','2000 0416 1402',31,M,B,502,400,AO,7
'2/23/24 0:00','2/21/24 0:00','0910 1822 0528 0529',37,F,H,908,400,IC,9
'1/5/23 0:00','1/4/23 0:00','1822 1251 0344 0394 2032',24,F,I,502,400,IC,4
'8/23/21 0:00','8/23/21 0:00','2038 1202 0913 0561 2004',71,M,H,501,400,AA,10
'6/3/24 0:00','6/1/24 0:00',344,36,M,H,101,400,IC,5
'7/15/21 0:00','7/14/21 0:00','0302 1300 1309 1312 1822',46,F,H,101,102,IC,2
'11/1/22 0:00','11/1/22 0:00','1309 1607 1601 0325 1822',36,M,H,203,400,IC,3
'2/10/20 0:00','2/9/20 0:00',1822,40,M,W,501,400,IC,3
'9/17/22 0:00','9/17/22 0:00','1407 1402 1100 1309 1310 0913',33,M,B,101,109,AA,2
'10/1/20 0:00','10/1/20 0:00','0344 1822',43,M,H,101,400,IC,4
'7/22/24 0:00','7/19/24 0:00','0329 1822',63,F,B,502,400,IC,8
'12/14/21 0:00','12/12/21 0:00','0344 0358 1300 1822 1602',34,M,K,108,400,IC,3
'9/19/23 0:00','9/19/23 0:00','0416 0913 0360',85,M,A,501,308,IC,7
'11/9/21 0:00','10/15/21 0:00',344,36,M,H,203,400,IC,7
'2/18/22 0:00','2/15/22 0:00','0344 0385 1822',28,M,W,101,400,IC,3
'5/13/23 0:00','4/30/23 0:00','1822 0394 2032',42,M,O,119,400,IC,4
'8/7/24 0:00','8/6/24 0:00',1501,36,M,H,885,400,IC,10
'6/14/21 0:00','6/8/21 0:00','1822 0394',39,M,H,502,400,IC,4
'5/27/20 0:00','5/27/20 0:00','0913 2038 1814',28,F,B,501,511,AO,10
'11/4/23 0:00','11/4/23 0:00','2000 0400 0416',32,M,B,502,400,AO,7
'2/26/22 0:00','2/26/22 0:00','0913 0443 2004',42,F,H,501,511,AA,10
'9/13/22 0:00','9/8/22 0:00',344,27,M,W,109,400,IC,3
'11/16/20 0:00','11/16/20 0:00','2000 1814 0913 0329 1300',28,F,B,122,400,IC,8
'9/12/23 0:00','9/10/23 0:00',344,36,M,H,710,400,AA,5
'11/1/23 0:00','10/28/23 0:00','1822 0344',19,F,H,141,400,IC,3
'9/25/21 0:00','9/25/21 0:00','0344 0394',28,F,W,101,400,IC,4
'9/29/21 0:00','9/28/21 0:00',344,36,M,H,101,400,IC,5
'6/1/20 0:00','5/31/20 0:00','0329 1822',50,M,W,122,400,IC,8
'12/26/22 0:00','12/26/22 0:00','0377 1202 1218 0344 1822',61,M,B,101,400,IC,3
'1/20/22 0:00','1/20/22 0:00','0358 1822',36,M,H,248,400,IC,3
'11/28/21 0:00','11/28/21 0:00','1822 0416',34,F,H,102,400,IC,7
'6/19/21 0:00','6/18/21 0:00','0329 1307 1822',46,M,W,122,400,IC,8
'4/9/23 0:00','4/9/23 0:00','1822 0385 0344 1602',46,F,H,102,400,IC,3
'9/4/23 0:00','9/4/23 0:00',344,68,M,H,101,400,IC,4
'4/9/23 0:00','4/9/23 0:00','1309 0397 1609 1822 0325',36,M,H,203,400,IC,3
'1/30/24 0:00','1/1/24 0:00','1259 1251 0913 0522',16,F,B,122,400,IC,9
'4/6/20 0:00','4/6/20 0:00','0408 0913 1814 2000',23,F,W,501,400,AA,2
'5/11/24 0:00','5/1/24 0:00','0344 0411 1822 0337 0355 0910',40,M,H,101,207,IC,2
'1/18/24 0:00','12/21/23 0:00',1501,48,F,W,501,400,IC,3
'4/13/21 0:00','3/1/21 0:00',344,36,M,H,101,400,IC,4
'10/14/23 0:00','10/13/23 0:00','0344 0930',27,F,C,108,400,IC,3
'10/22/23 0:00','10/22/23 0:00','1822 0344 0358 0321',36,M,O,203,305,IC,3
'4/3/21 0:00','4/3/21 0:00','1822 0356',18,F,H,108,400,IC,7
'9/19/22 0:00','9/17/22 0:00','1822 1300 0344',53,F,O,707,400,IC,4
'7/12/22 0:00','7/12/22 0:00','1822 0945 0344 0325 0432',36,M,H,203,511,IC,2
'8/4/23 0:00','8/4/23 0:00','1402 1822 0342 1300',57,M,H,101,400,IC,5
'6/16/21 0:00','6/16/21 0:00','0913 1300 2000 1814 0416',45,M,H,121,400,AO,7
'12/27/23 0:00','12/27/23 0:00','1309 1402',36,M,H,101,400,IC,10
'8/25/23 0:00','8/25/23 0:00','1609 0352 1822 0344 0321',93,F,W,501,500,IC,3
'11/3/21 0:00','11/3/21 0:00','0329 1300 1309 0913',35,M,B,101,400,IC,8
'6/12/24 0:00','5/21/24 0:00',344,49,M,W,203,400,IC,3
'8/28/22 0:00','8/28/22 0:00','2000 1243 1814 0400 0913 0416 0408',42,F,H,502,400,AO,2
'10/30/23 0:00','10/30/23 0:00','0913 1820 0447 0305',53,M,O,726,500,IC,7
'11/19/21 0:00','3/1/20 0:00','1817 0913 0400 0515 0522 1258',11,F,H,501,400,IC,9
'8/20/21 0:00','8/20/21 0:00','0329 1202',76,F,W,502,400,IC,8
'1/25/23 0:00','1/19/23 0:00','0104 0344 0216 0325 1822',36,M,H,248,400,IC,4
'5/23/23 0:00','5/23/23 0:00','0329 1822 0216',36,M,H,505,400,IC,8
'5/5/22 0:00','5/5/22 0:00',329,36,M,O,203,400,AA,8
'1/17/22 0:00','1/17/22 0:00',329,21,M,H,203,400,IC,8
'2/16/23 0:00','2/6/23 0:00','0922 1822',50,M,H,502,400,IC,3
'5/24/22 0:00','5/24/22 0:00',321,67,F,O,501,400,IC,3
'9/8/21 0:00','8/31/21 0:00',344,63,F,W,502,400,IC,7
'6/16/24 0:00','6/16/24 0:00','0344 1300',89,M,W,501,400,IC,3
'7/5/22 0:00','7/5/22 0:00','0329 1300 1814 2000 0202',40,M,H,122,400,AA,8
'5/3/21 0:00','5/3/21 0:00',701,17,M,A,108,400,IC,7
'1/6/21 0:00','12/19/20 0:00',344,36,M,H,101,400,IC,5
'4/24/22 0:00','3/31/22 0:00','1300 0344',61,M,B,707,400,IC,4
'6/8/24 0:00','6/8/24 0:00','0910 2004',36,M,O,900,400,IC,10
'5/21/24 0:00','5/21/24 0:00',344,36,M,H,101,400,IC,5
'4/25/21 0:00','9/1/20 0:00','0408 0400 0416 0913 2000 1813',36,F,H,501,400,AO,7
'2/10/20 0:00','2/9/20 0:00',344,36,M,H,101,400,IC,5
'2/5/20 0:00','1/31/20 0:00','1307 1300 0344',42,M,W,707,400,IC,3
'12/20/20 0:00','12/20/20 0:00','0913 1814 0334 0449 0421 0432 2000 0856',39,F,B,501,207,AO,2
'10/17/20 0:00','10/10/20 0:00','2000 0416 1241 1821',60,F,W,502,400,AO,7
'2/17/22 0:00','2/1/22 0:00','0100 0929 1822 0344',27,F,B,501,400,IC,3
'2/3/24 0:00','2/3/24 0:00',344,36,M,H,101,400,IC,4
'9/6/23 0:00','9/4/23 0:00','1822 0349',41,F,B,502,400,IC,4
'1/1/23 0:00','1/1/23 0:00','1822 0100',45,F,H,501,400,IC,3
'5/21/22 0:00','1/7/21 0:00',1822,39,M,H,501,400,IC,3
'9/18/21 0:00','9/18/21 0:00','0400 0445 0913 0417',52,F,H,203,400,IC,7
'12/8/20 0:00','3/5/20 0:00','0913 1814 1501 0421',27,F,W,502,511,AO,10
'3/25/22 0:00','3/23/22 0:00',385,36,M,H,101,400,IC,4
'8/2/20 0:00','8/1/20 0:00',329,79,M,W,501,400,IC,8
'10/31/21 0:00','10/31/21 0:00','0400 0416 0913 1813',37,F,W,501,400,AA,7
'12/19/22 0:00','12/19/22 0:00','0601 0334 0432 0913',34,M,O,203,102,IC,8
'2/1/20 0:00','1/27/20 0:00','0913 1906 0421',49,M,O,501,400,IC,10
'7/28/22 0:00','7/28/22 0:00',344,30,F,H,203,400,AA,3
'6/17/23 0:00','6/17/23 0:00','0329 1822',36,M,H,203,102,IC,2
'1/31/20 0:00','1/31/20 0:00',344,36,M,H,710,400,IC,4
'5/9/24 0:00','2/9/22 0:00','1822 1202 0923',67,F,O,501,400,IC,7
'1/16/23 0:00','1/16/23 0:00','0325 2004 0352 1822',36,M,O,203,400,IC,4
'3/21/21 0:00','3/20/21 0:00','1210 1300 0329',28,F,B,101,400,IC,8
'6/9/20 0:00','6/9/20 0:00','1202 0344 0377',70,F,W,203,400,IC,3
'4/26/24 0:00','4/17/24 0:00','1300 0329',61,M,W,122,400,IC,8
'10/11/21 0:00','10/11/21 0:00','0104 0325 0378 1822 2004',20,M,H,404,400,IC,4
'2/20/24 0:00','2/19/24 0:00',344,36,M,H,101,400,IC,5
'8/24/20 0:00','8/23/20 0:00','0321 0344 1822',27,M,H,707,400,IC,3
'9/2/21 0:00','8/31/21 0:00',377,29,M,W,501,400,IC,3
'11/8/22 0:00','11/8/22 0:00','0913 1814 2038 0421 2000',36,F,H,203,511,AO,10
'4/21/24 0:00','4/20/24 0:00','1300 0385 1822',30,F,O,502,400,IC,3
'10/24/20 0:00','10/24/20 0:00',344,36,M,H,103,400,IC,5
'7/7/23 0:00','7/7/23 0:00','0432 0913 1202 2003 2038',78,F,W,501,400,IC,10
'9/7/22 0:00','9/6/22 0:00',1822,49,M,O,502,400,IC,3
'2/5/23 0:00','2/4/23 0:00','1100 0329 1822 1402 1407 1300',27,F,H,122,400,IC,8
'12/9/22 0:00','12/7/22 0:00','1609 0344 0329 1307 1822',47,M,K,108,400,IC,3
'6/11/21 0:00','6/11/21 0:00','0329 1210 1822',25,M,B,503,400,IC,8
'11/9/20 0:00','11/3/20 0:00','1300 0344',36,M,H,101,400,IC,3
'9/16/23 0:00','9/15/23 0:00','1822 1218 0411 1414 0400 1300 1309',22,M,H,147,207,IC,2
'1/29/21 0:00','1/29/21 0:00',329,51,M,B,518,400,IC,8
'12/22/22 0:00','12/1/22 0:00','1822 0377',33,M,B,101,400,IC,3
'12/5/22 0:00','12/2/22 0:00','0329 1307 1822',43,F,B,122,400,IC,8
'3/5/23 0:00','3/2/23 0:00','0913 0421 0432 0602 0360',36,M,H,104,102,AO,8
'2/12/22 0:00','2/12/22 0:00',344,49,M,W,121,400,IC,5
'12/4/23 0:00','12/4/23 0:00','0325 0344 0352',24,M,H,405,400,IC,4
'6/28/20 0:00','6/28/20 0:00','0325 0601 0104 1822',36,M,H,403,400,IC,4
'12/13/21 0:00','11/23/21 0:00',344,38,M,A,502,400,AO,3
'4/1/22 0:00','4/1/22 0:00','1822 0358 1609 0344 0352',27,F,O,501,400,IC,3
'10/1/21 0:00','10/1/21 0:00','1402 2000 0416',21,F,H,501,400,IC,7
'1/10/23 0:00','1/8/23 0:00','0344 1822',28,M,C,104,400,IC,4
'5/26/22 0:00','5/26/22 0:00','0329 1607',36,M,H,502,400,IC,3
'8/25/22 0:00','8/25/22 0:00','1822 0344 1307 1609 0329',30,M,B,101,400,IC,3
'3/14/23 0:00','3/13/23 0:00','0329 0344 0358 1300 1822',47,M,H,108,400,IC,3
'1/4/23 0:00','1/2/23 0:00',385,60,F,B,108,400,IC,3
'9/27/22 0:00','9/26/22 0:00','2000 0913 1813 0448 0408 2002',34,F,H,502,400,AO,2
'12/14/22 0:00','12/13/22 0:00','0329 0344 1300 1601',37,M,H,101,400,IC,3
'1/6/23 0:00','1/4/23 0:00',344,43,F,F,123,400,IC,3
'11/4/23 0:00','11/3/23 0:00','1202 1307 0329 0345 1822',65,F,H,122,400,IC,8
'11/23/20 0:00','11/21/20 0:00',344,36,M,H,101,400,IC,5
'9/30/21 0:00','9/30/21 0:00','2032 0344',35,M,H,118,400,IC,4
'8/12/20 0:00','8/12/20 0:00','0561 1202',64,F,W,501,400,AO,10
'10/14/22 0:00','10/14/22 0:00','0913 0552 0344 0432',12,F,H,102,400,AO,2
'4/17/21 0:00','4/17/21 0:00',344,36,M,H,101,400,IC,5
'1/25/22 0:00','11/7/21 0:00','0928 0377',28,M,H,501,400,IC,3
'8/31/22 0:00','8/28/22 0:00','0325 2028 0601 1420 1822',24,M,H,405,400,IC,4
'1/16/24 0:00','1/16/22 0:00',344,36,M,H,710,400,IC,10
'1/20/24 0:00','1/20/24 0:00','0344 1300 0329 1609',48,M,W,707,400,IC,3
'8/28/23 0:00','8/28/23 0:00','1261 0400 0416 0446 1810 0913',50,F,W,710,400,AO,7
'3/23/23 0:00','3/22/23 0:00',344,36,M,H,101,400,IC,5
'11/14/23 0:00','11/14/23 0:00',325,36,M,H,404,400,IC,4
'3/30/22 0:00','3/30/22 0:00','0344 1300 1609',24,M,W,108,400,IC,3
'10/25/20 0:00','10/23/20 0:00','0344 0346',38,M,K,504,400,IC,3
'9/26/20 0:00','9/22/20 0:00','1822 1300 0344 0416 0432 1402',38,M,H,101,400,IC,2
'4/22/22 0:00','4/22/22 0:00',344,36,M,H,101,400,IC,5
'1/31/21 0:00','1/31/21 0:00',385,33,M,H,101,400,IC,4
'9/30/23 0:00','9/30/23 0:00',344,24,F,O,207,400,IC,4
'7/30/23 0:00','7/30/23 0:00',443,53,F,B,101,206,IC,10
'10/6/21 0:00','10/3/21 0:00','0329 1602',39,M,F,501,400,IC,4
'6/17/20 0:00','6/17/20 0:00','1820 0913 0447 0416 1310',56,M,B,122,500,IC,7
'2/4/24 0:00','2/4/24 0:00','0329 1822',49,F,B,501,400,IC,8
'5/4/24 0:00','5/4/24 0:00','2000 0913 1814 0400 0448 0416 2002',34,F,H,502,400,IC,7
'4/30/22 0:00','4/30/22 0:00','0416 0417 1310 1822 2014 0916 0432 0446',36,M,A,101,400,AO,2
'12/6/22 0:00','12/6/22 0:00','0443 1309',30,M,H,203,511,IC,10
'4/22/24 0:00','1/22/24 0:00',1501,27,M,W,501,400,IC,3
'4/2/21 0:00','4/2/21 0:00',344,36,M,H,101,400,IC,5
'10/7/23 0:00','10/7/23 0:00','0342 1822 0334 1313 1300 1309 0443',31,M,W,101,302,IC,8
'4/9/23 0:00','4/9/23 0:00',344,44,M,W,501,400,IC,3
'8/12/23 0:00','8/12/23 0:00',400,36,M,H,101,400,AA,4
'8/9/22 0:00','8/1/22 0:00','1609 0329 0344 1822',47,M,H,213,500,IC,3
'11/26/23 0:00','11/26/23 0:00','1822 0344',53,M,H,108,400,IC,3
'12/3/22 0:00','12/3/22 0:00','0400 0446 0329',34,F,W,502,400,IC,7
'9/4/24 0:00','9/2/24 0:00','0329 1300 1822',25,F,W,707,400,IC,8
'4/11/21 0:00','4/10/21 0:00','1822 0930',33,F,W,501,400,IC,3
'11/16/21 0:00','11/15/21 0:00',344,36,M,H,101,400,IC,5
'10/17/22 0:00','10/17/22 0:00','1822 1609 0344 1307',43,F,B,108,400,IC,3
'10/12/22 0:00','10/12/22 0:00','0334 0603 0913 2004 0432',36,M,H,101,200,IC,8
'4/14/21 0:00','4/14/21 0:00','0913 2000 1814 0448',23,F,B,502,400,IC,4
'11/12/21 0:00','11/12/21 0:00','0302 1309 1822 0334',31,M,O,101,109,IC,2
'1/3/24 0:00','1/2/24 0:00','0344 1822',35,M,W,707,400,IC,4
'12/26/22 0:00','12/12/22 0:00','1822 0346 0344',31,M,A,102,400,IC,3
'1/24/20 0:00','1/23/20 0:00','1302 0344 0352',23,F,B,108,400,IC,3
'4/2/21 0:00','3/23/21 0:00','1300 0344',40,M,O,108,400,IC,4
'7/1/23 0:00','7/1/23 0:00','0329 1307',34,F,H,122,400,IC,8
'8/2/20 0:00','7/29/20 0:00',939,99,F,H,501,400,IC,3
'6/3/23 0:00','6/2/23 0:00',344,36,M,H,101,400,IC,5
'3/25/22 0:00','3/23/22 0:00',344,36,M,H,101,400,IC,5
'10/16/22 0:00','10/16/22 0:00',344,36,M,H,101,400,IC,5
'4/10/24 0:00','4/10/24 0:00','1212 0356',36,M,H,101,400,IC,7
'1/7/20 0:00','1/6/20 0:00','0329 1300 1609',58,F,W,708,400,IC,8
'6/1/23 0:00','6/1/23 0:00','1822 0202 0416 0444 0446 1236',25,M,B,402,400,IC,7
'3/25/20 0:00','3/23/20 0:00','0344 0352',54,F,W,501,400,IC,3
'5/24/24 0:00','5/24/24 0:00',930,60,F,W,501,400,IC,3
'4/17/23 0:00','4/17/23 0:00','1822 0445 0416 2004',52,F,H,108,500,AA,2
'11/28/21 0:00','11/28/21 0:00','1822 0329 1609',36,M,H,602,400,IC,8
'2/7/20 0:00','2/7/20 0:00',325,26,M,W,402,400,IC,4
'7/24/22 0:00','7/21/22 0:00',344,26,M,H,501,400,IC,10
'11/12/22 0:00','11/11/22 0:00',344,36,M,H,101,400,IC,5
'8/29/22 0:00','8/29/22 0:00','0416 2004 1822',35,F,H,108,400,IC,2
'3/25/24 0:00','3/24/24 0:00',344,39,F,O,504,400,IC,4
'8/14/23 0:00','8/14/23 0:00','1302 1307 1609 0329 0344 0358 0377 1822',31,F,H,101,500,IC,3
'8/30/23 0:00','8/24/23 0:00','0800 1822 0701',36,M,B,101,400,IC,7
'6/13/24 0:00','6/12/24 0:00',344,36,M,H,101,400,IC,4
'4/1/22 0:00','4/1/22 0:00','0100 0935 1822',32,M,B,501,400,IC,3
'2/11/22 0:00','1/30/22 0:00','1822 1307 1302 0344 0329',58,F,J,101,400,IC,3
'5/15/20 0:00','5/15/20 0:00','0913 0344 0356 1814 0329 0408 2000',40,F,W,501,400,AO,2
'2/11/22 0:00','2/10/22 0:00',344,36,M,H,101,400,IC,4
'5/4/21 0:00','4/9/21 0:00','0930 1822 0344 0100',26,F,O,502,400,IC,3
'7/17/23 0:00','7/16/23 0:00','0325 1822',36,M,H,415,400,IC,4
'4/25/21 0:00','4/25/21 0:00','0416 1212 1402',36,M,H,108,400,AA,7
'8/21/22 0:00','8/21/22 0:00','0329 1813 1243 2000',39,F,H,501,400,IC,8
'6/8/21 0:00','6/7/21 0:00',329,36,M,H,108,400,IC,8
'7/21/22 0:00','7/20/22 0:00',344,54,M,K,402,400,IC,4
'9/13/20 0:00','9/12/20 0:00','2055 1514 1268 1218 1309 0903 2036 1100 0430 1822',50,M,B,101,102,IC,2
'2/17/24 0:00','2/16/24 0:00','0344 1300',36,F,O,501,400,IC,3
'6/19/20 0:00','6/19/20 0:00','1822 0334',48,M,H,203,201,AA,2
'8/3/23 0:00','8/3/23 0:00','0352 2032',59,F,W,203,400,IC,3
'6/27/22 0:00','6/26/22 0:00',344,36,M,H,101,400,IC,5
'5/26/20 0:00','5/25/20 0:00','1309 0913 0416 0448 1281 1202',61,F,B,101,107,IC,2
'7/29/21 0:00','7/29/21 0:00','2033 1822 0216 0411',31,M,B,101,207,IC,2
'7/19/21 0:00','7/19/21 0:00','2004 1822 0432 1310',53,F,H,108,515,AA,2
'6/10/24 0:00','6/10/24 0:00','1822 0378 0325',36,M,H,203,400,IC,4
'2/25/21 0:00','2/23/21 0:00','1817 1309 0344 1202 0377 0342',60,M,B,101,400,IC,3
'4/15/22 0:00','4/15/22 0:00','0334 1218 0329 1822',33,M,H,102,500,IC,2
'6/3/21 0:00','6/3/21 0:00',344,36,M,H,707,400,IC,5
'9/27/23 0:00','9/27/23 0:00','1100 1822 0450 1402 1416 1407 1218',35,F,H,101,103,IC,2
'2/15/20 0:00','2/10/20 0:00','0913 0329',32,F,B,122,400,IC,8
'10/21/21 0:00','10/20/21 0:00',344,31,F,H,121,400,IC,4
'11/21/21 0:00','11/21/21 0:00','1402 0329 0906',36,M,O,203,400,AA,8
'9/7/23 0:00','9/6/23 0:00',344,27,M,Z,101,400,IC,4
'4/22/23 0:00','3/22/23 0:00','0344 1822 1601',45,M,H,221,400,IC,3
'7/7/21 0:00','7/7/21 0:00','0432 0913 1906 1814 2000',43,F,O,502,400,AA,10
'2/20/22 0:00','2/19/22 0:00',344,39,F,H,121,400,IC,4
'2/29/24 0:00','2/29/24 0:00',2038,78,F,H,501,400,AO,10
'5/13/24 0:00','5/13/24 0:00','1609 1607',47,F,W,101,400,IC,5
'9/13/23 0:00','9/13/23 0:00',325,36,M,W,402,400,IC,4
'11/14/22 0:00','11/14/22 0:00','0342 1607',36,M,O,203,400,IC,8
'4/10/22 0:00','4/9/22 0:00','1609 0344 0321',36,M,H,203,400,IC,3
'1/31/24 0:00','1/31/24 0:00','0329 1609',38,M,H,108,400,IC,8
'1/27/21 0:00','1/27/21 0:00','0913 0305 0446',35,M,H,104,400,AO,7
'6/28/24 0:00','6/26/24 0:00',329,48,M,O,502,400,IC,8
'4/21/24 0:00','4/20/24 0:00',344,36,M,H,101,400,IC,5
'10/19/21 0:00','10/19/21 0:00','0421 1822 0432',29,M,W,101,400,AA,10
'5/2/21 0:00','4/30/21 0:00','1609 0344',41,M,B,410,400,AO,3
'11/10/23 0:00','11/9/23 0:00',344,36,M,H,101,400,IC,5
'11/5/20 0:00','11/5/20 0:00','0344 0800',24,M,B,501,400,IC,7
'9/23/23 0:00','9/23/23 0:00',416,18,M,W,203,400,IC,7
'1/6/23 0:00','1/5/23 0:00','1300 1501 1100',29,M,H,101,106,IC,4
'5/28/20 0:00','5/23/20 0:00','2000 1814 1206 2002 0400 0913 2004',55,F,H,502,400,IC,7
'5/13/24 0:00','3/1/24 0:00','1814 0377',34,F,H,501,400,IC,3
'10/11/22 0:00','10/11/22 0:00','1309 0445 0334 0603 0361 0913',43,M,H,102,200,IC,2
'2/7/22 0:00','2/7/22 0:00','1822 0922',28,F,H,605,400,IC,3
'2/13/21 0:00','2/12/21 0:00','0394 0352',30,F,W,502,400,IC,4
'3/15/24 0:00','3/15/24 0:00',446,29,M,H,102,400,IC,7
'2/1/20 0:00','2/1/20 0:00',344,60,F,W,146,400,AO,4
'9/10/23 0:00','9/9/23 0:00',1607,36,M,W,501,400,IC,3
'5/5/23 0:00','5/5/23 0:00','1822 1212 0334 0302 1407 1419 1402',36,M,W,108,102,AO,2
'1/1/24 0:00','1/1/24 0:00','1259 1251 0408 0553 0416 0913',17,F,B,501,400,AO,2
'9/15/22 0:00','9/14/22 0:00',344,36,M,H,101,400,IC,5
'5/17/22 0:00','5/17/22 0:00','1402 1822',36,M,H,101,400,IC,9
'9/4/22 0:00','8/30/22 0:00','0344 0394',25,F,H,501,400,IC,4
'7/23/22 0:00','7/20/22 0:00','0344 1822 1309',38,M,B,101,400,IC,4
'1/29/20 0:00','1/29/20 0:00','1814 0913 1601 0416',50,M,H,102,400,IC,7
'9/16/23 0:00','9/14/23 0:00','1822 0444',26,M,H,242,400,IC,7
'10/9/23 0:00','10/9/23 0:00','0329 0913 2000 1814 1307',42,F,B,122,400,AO,8
'2/12/22 0:00','2/12/22 0:00',344,36,M,H,108,400,IC,5
'7/24/21 0:00','7/24/21 0:00','0344 1822 2021',31,M,B,121,400,IC,3
'10/3/22 0:00','10/3/22 0:00',929,30,F,B,602,400,IC,3
'1/30/23 0:00','1/30/23 0:00','1607 0321 0344 0352 1822 1221',57,F,H,501,400,IC,3
'9/30/22 0:00','9/30/22 0:00',1402,36,M,H,212,400,IC,10
'7/21/20 0:00','7/19/20 0:00',344,36,M,H,101,400,IC,5
'10/7/21 0:00','10/7/21 0:00','1218 2004 0913 0450 1817 0216',33,F,B,502,106,AA,2
'6/18/22 0:00','6/17/22 0:00','0601 1906',36,M,H,203,400,IC,10
'5/13/23 0:00','5/13/23 0:00','0342 1309 0344 0443',34,M,H,101,511,IC,2
'1/20/21 0:00','1/20/21 0:00','1822 0416',35,M,H,102,400,AO,7
'11/27/22 0:00','11/26/22 0:00',344,36,M,H,101,400,IC,5
'3/16/21 0:00','2/27/21 0:00','0344 0394',26,F,O,502,400,IC,4
'6/28/21 0:00','6/28/21 0:00','0400 0444',18,F,W,108,400,IC,7
'7/26/21 0:00','7/25/21 0:00','1822 0100 0929',37,F,H,501,400,IC,3
'1/3/24 0:00','1/2/24 0:00',344,36,M,H,101,400,IC,5
'11/5/20 0:00','11/3/20 0:00','0344 1822 0358',26,F,H,123,400,IC,3
'3/31/20 0:00','3/31/20 0:00','0325 1236',48,M,O,401,400,IC,4
'9/12/22 0:00','9/12/22 0:00','0408 0416 1251 1259 0553',13,M,B,501,400,AO,7
'7/6/23 0:00','7/5/23 0:00',344,36,M,H,101,400,IC,5
'4/7/23 0:00','4/7/23 0:00',329,75,M,W,501,400,IC,8
'5/18/20 0:00','5/16/20 0:00','0104 0344 1300',19,M,H,108,400,IC,5
'5/12/20 0:00','5/12/20 0:00',394,37,F,W,119,400,IC,4
'7/3/24 0:00','7/3/24 0:00','0910 1402 2004',36,M,O,834,400,IC,10
'3/7/23 0:00','3/6/23 0:00','0329 1300 1822',34,F,H,122,400,IC,8
'7/22/20 0:00','7/19/20 0:00',344,44,M,H,501,400,IC,4
'5/23/22 0:00','5/23/22 0:00','1309 0913 0400 0416 2000 1813 1814',21,F,B,108,400,AO,7
'10/13/23 0:00','10/10/23 0:00',344,36,M,H,108,400,IC,4
'7/10/20 0:00','7/10/20 0:00',329,43,F,H,502,400,AA,8
'1/4/23 0:00','1/4/23 0:00','1609 1607 0321 0329 0216 0206 0209',36,M,H,210,400,IC,3
'12/8/21 0:00','12/6/21 0:00','1300 0344',66,M,W,103,400,IC,3
'5/25/22 0:00','5/25/22 0:00','0209 1300 1501 1202',60,F,W,501,400,IC,10
'10/12/21 0:00','8/3/21 0:00','0913 0421 1820 0432',24,M,B,501,511,AO,10
'6/4/21 0:00','5/22/21 0:00','2032 0394 1822',32,M,H,119,400,IC,3
'4/22/24 0:00','4/18/24 0:00','0344 0385 1300 1604 1822',28,F,B,502,400,IC,3
'9/10/20 0:00','9/8/20 0:00',344,36,M,H,101,400,IC,5
'6/29/20 0:00','6/28/20 0:00','0416 1822 0411 0319',24,M,W,102,204,AA,2
'7/17/24 0:00','7/4/24 0:00',1501,54,F,H,502,400,IC,3
'7/22/22 0:00','7/22/22 0:00','0431 1822',19,M,H,102,512,IC,2
'8/12/23 0:00','8/12/23 0:00',344,36,M,H,101,400,IC,5
'1/8/22 0:00','1/7/22 0:00','0432 0319',56,M,W,203,511,IC,2
'1/29/24 0:00','12/10/23 0:00',329,26,M,H,122,400,IC,8
'9/30/20 0:00','9/30/20 0:00',329,36,M,H,710,400,AA,8
'2/3/23 0:00','1/28/23 0:00','0329 1822',47,M,B,254,400,IC,8
'7/10/20 0:00','7/10/20 0:00','1100 0450 1822 0340 0430 0431',42,M,W,101,101,IC,2
'4/1/24 0:00','3/31/24 0:00',344,36,M,H,101,400,IC,4
'2/4/22 0:00','2/4/22 0:00','0344 0334 0312 0353 0337 0355',39,F,B,102,102,IC,2
'4/7/23 0:00','3/29/23 0:00','1267 1402 0344 1606',71,F,O,501,400,IC,3
'11/9/20 0:00','11/6/20 0:00',344,35,M,H,501,400,IC,3
'3/20/23 0:00','3/10/23 0:00',344,36,M,H,104,400,IC,5
'6/29/23 0:00','6/29/23 0:00','1822 0329',43,F,L,108,400,IC,8
'5/23/23 0:00','5/20/23 0:00','1822 0329',39,F,O,502,400,IC,8
'8/17/23 0:00','8/17/23 0:00','0701 1916',53,M,B,501,400,IC,7
'11/15/21 0:00','11/14/21 0:00',344,36,M,H,101,400,IC,5
'6/7/23 0:00','6/6/23 0:00','1822 0344 1602',62,M,O,402,400,IC,3
'5/23/22 0:00','5/22/22 0:00','0913 1202 0344 0342 0432 0421 0319',73,F,A,502,511,AA,2
